time,xte
55.9000,0.020762
56.0000,0.019188
56.1000,0.031659
56.2000,0.043482
56.3000,0.043170
56.4000,0.042408
56.5000,0.052437
56.6000,0.049874
56.7000,0.061652
56.8000,0.072197
56.9000,0.066189
57.0000,0.067630
57.1000,0.088777
57.2000,0.094864
57.3000,0.100442
57.4000,0.105886
57.5000,0.124508
57.6000,0.126070
57.7000,0.129326
57.8000,0.128733
57.9000,0.136692
58.0000,0.126676
58.1000,0.139630
58.2000,0.140547
58.3000,0.169023
58.4000,0.187549
58.5000,0.211947
58.6000,0.234213
58.7000,0.262561
58.8000,0.289103
58.9000,0.302150
59.0000,0.351101
59.1000,0.390506
59.2000,0.439659
59.3000,0.487254
59.4000,0.537545
59.5000,0.562790
59.6000,0.474500
59.7000,0.390213
59.8000,0.302259
59.9000,0.211659
60.0000,0.120647
60.1000,0.025413
60.2000,-0.062023
60.3000,-0.140872
60.4000,-0.223425
60.5000,-0.308333
60.6000,-0.374025
60.7000,-0.459499
60.8000,-0.513501
60.9000,-0.591346
61.0000,-0.659062
61.1000,-0.719833
61.2000,-0.772472
61.3000,-0.830025
61.4000,-0.886135
61.5000,-0.935467
61.6000,-0.988954
61.7000,-1.032847
61.8000,-1.087514
61.9000,-1.125576
62.0000,-1.162200
62.1000,-1.200279
62.2000,-1.222824
62.3000,-1.243168
62.4000,-1.271873
62.5000,-1.292213
62.6000,-1.310950
62.7000,-1.335089
62.8000,-1.337685
62.9000,-1.345437
63.0000,-1.348051
63.1000,-1.346842
63.2000,-1.349952
63.3000,-1.340766
63.4000,-1.320344
63.5000,-1.324149
63.6000,-1.306084
63.7000,-1.269951
63.8000,-1.261241
63.9000,-1.236866
64.0000,-1.209355
64.1000,-1.183356
64.2000,-1.146476
64.3000,-1.108703
64.4000,-1.089244
64.5000,-1.065140
64.6000,-1.046208
64.7000,-1.007293
64.8000,-0.986256
64.9000,-0.952644
65.0000,-0.917582
65.1000,-0.881752
65.2000,-0.867057
65.3000,-0.829781
65.4000,-0.808125
65.5000,-0.767024
65.6000,-0.732313
65.7000,-0.707126
65.8000,-0.657230
65.9000,-0.622077
66.0000,-0.593860
66.1000,-0.549682
66.2000,-0.512810
66.3000,-0.484869
66.4000,-0.464113
66.5000,-0.425221
66.6000,-0.391069
66.7000,-0.349712
66.8000,-0.325682
66.9000,-0.296432
67.0000,-0.257562
67.1000,-0.225849
67.2000,-0.204059
67.3000,-0.169032
67.4000,-0.152755
67.5000,-0.127962
67.6000,-0.088545
67.7000,-0.060672
67.8000,-0.046484
67.9000,-0.009400
68.0000,0.018797
68.1000,0.047704
68.2000,0.069170
68.3000,0.087588
68.4000,0.109210
68.5000,0.122668
68.6000,0.148469
68.7000,0.162640
68.8000,0.187239
68.9000,0.197724
69.0000,0.204524
69.1000,0.214125
69.2000,0.225235
69.3000,0.241688
69.4000,0.251358
69.5000,0.256353
69.6000,0.271581
69.7000,0.272530
69.8000,0.267632
69.9000,0.279104
70.0000,0.286292
70.1000,0.289374
70.2000,0.302499
70.3000,0.310954
70.4000,0.309823
70.5000,0.307301
70.6000,0.309107
70.7000,0.307989
70.8000,0.305567
70.9000,0.299017
71.0000,0.300458
71.1000,0.282237
71.2000,0.284346
71.3000,0.272411
71.4000,0.268411
71.5000,0.252249
71.6000,0.237469
71.7000,0.216098
71.8000,0.204354
71.9000,0.189926
72.0000,0.173382
72.1000,0.157311
72.2000,0.142954
72.3000,0.118655
72.4000,0.107504
72.5000,0.091587
72.6000,0.067253
72.7000,0.062457
72.8000,0.037102
72.9000,0.034070
73.0000,0.030942
73.1000,0.014702
73.2000,0.002195
73.3000,-0.016565
73.4000,-0.020985
73.5000,-0.018180
73.6000,-0.031956
73.7000,-0.028445
73.8000,-0.030302
73.9000,-0.043172
74.0000,-0.050430
74.1000,-0.046855
74.2000,-0.051972
74.3000,-0.057103
74.4000,-0.060662
74.5000,-0.064468
74.6000,-0.067727
74.7000,-0.072081
74.8000,-0.076376
74.9000,-0.090475
75.0000,-0.112211
75.1000,-0.142137
75.2000,-0.161739
75.3000,-0.169649
75.4000,-0.192075
75.5000,-0.215182
75.6000,-0.257391
75.7000,-0.288191
75.8000,-0.330982
75.9000,-0.390365
76.0000,-0.417420
76.1000,-0.454774
76.2000,-0.499660
76.3000,-0.441333
76.4000,-0.354768
76.5000,-0.269548
76.6000,-0.180102
76.7000,-0.089468
76.8000,0.001957
76.9000,0.084358
77.0000,0.183656
77.1000,0.278672
77.2000,0.348401
77.3000,0.438936
77.4000,0.516551
77.5000,0.597021
77.6000,0.681651
77.7000,0.760747
77.8000,0.820004
77.9000,0.899163
78.0000,0.963573
78.1000,1.021912
78.2000,1.089302
78.3000,1.148986
78.4000,1.211890
78.5000,1.262979
78.6000,1.319352
78.7000,1.364989
78.8000,1.415090
78.9000,1.471056
79.0000,1.510523
79.1000,1.540606
79.2000,1.582192
79.3000,1.611937
79.4000,1.637030
79.5000,1.643040
79.6000,1.667640
79.7000,1.693421
79.8000,1.710781
79.9000,1.723473
80.0000,1.730246
80.1000,1.757673
80.2000,1.755328
80.3000,1.756545
80.4000,1.760940
80.5000,1.752299
80.6000,1.727948
80.7000,1.720296
80.8000,1.709105
80.9000,1.678060
81.0000,1.666709
81.1000,1.640806
81.2000,1.615585
81.3000,1.584483
81.4000,1.561575
81.5000,1.534582
81.6000,1.500790
81.7000,1.473766
81.8000,1.433231
81.9000,1.394832
82.0000,1.355960
82.1000,1.312698
82.2000,1.268259
82.3000,1.235248
82.4000,1.187338
82.5000,1.149651
82.6000,1.109736
82.7000,1.061434
82.8000,1.013546
82.9000,0.970023
83.0000,0.932364
83.1000,0.876292
83.2000,0.828586
83.3000,0.792540
83.4000,0.756601
83.5000,0.713727
83.6000,0.667150
83.7000,0.620502
83.8000,0.590960
83.9000,0.545650
84.0000,0.534006
84.1000,0.481506
84.2000,0.455950
84.3000,0.408466
84.4000,0.372591
84.5000,0.349160
84.6000,0.307524
84.7000,0.290072
84.8000,0.256496
84.9000,0.232310
85.0000,0.199294
85.1000,0.166428
85.2000,0.135653
85.3000,0.128779
85.4000,0.100446
85.5000,0.088002
85.6000,0.064949
85.7000,0.044468
85.8000,0.025021
85.9000,0.012791
86.0000,-0.003365
86.1000,-0.024727
86.2000,-0.043878
86.3000,-0.059280
86.4000,-0.080233
86.5000,-0.105223
86.6000,-0.116381
86.7000,-0.128812
86.8000,-0.151654
86.9000,-0.158225
87.0000,-0.166359
87.1000,-0.179062
87.2000,-0.183302
87.3000,-0.191028
87.4000,-0.201569
87.5000,-0.203977
87.6000,-0.207407
87.7000,-0.222557
87.8000,-0.229059
87.9000,-0.224139
88.0000,-0.241077
88.1000,-0.244639
88.2000,-0.241889
88.3000,-0.247715
88.4000,-0.256866
88.5000,-0.255841
88.6000,-0.268811
88.7000,-0.278619
88.8000,-0.259198
88.9000,-0.273470
89.0000,-0.276021
89.1000,-0.276478
89.2000,-0.275580
89.3000,-0.285835
89.4000,-0.277801
89.5000,-0.277058
89.6000,-0.276332
89.7000,-0.262190
89.8000,-0.264876
89.9000,-0.254559
90.0000,-0.255692
90.1000,-0.239918
90.2000,-0.237279
90.3000,-0.223168
90.4000,-0.210349
90.5000,-0.207629
90.6000,-0.189043
90.7000,-0.186013
90.8000,-0.158609
90.9000,-0.160253
91.0000,-0.135863
91.1000,-0.123433
91.2000,-0.102534
91.3000,-0.099640
91.4000,-0.095592
91.5000,-0.080036
91.6000,-0.059927
91.7000,-0.062961
91.8000,-0.054512
91.9000,-0.050983
92.0000,-0.030243
92.1000,-0.032044
92.2000,-0.020713
92.3000,-0.005293
92.4000,0.010606
92.5000,0.013699
92.6000,0.035754
92.7000,0.068095
92.8000,0.091463
92.9000,0.120144
93.0000,0.158502
93.1000,0.192073
93.2000,0.239647
93.3000,0.257821
93.4000,0.288020
93.5000,0.314265
93.6000,0.353918
93.7000,0.378104
93.8000,0.329860
93.9000,0.249805
94.0000,0.172576
94.1000,0.087793
94.2000,0.025936
94.3000,-0.061119
94.4000,-0.143244
94.5000,-0.243410
94.6000,-0.316517
94.7000,-0.393645
94.8000,-0.475489
94.9000,-0.542805
95.0000,-0.612490
95.1000,-0.684442
95.2000,-0.746032
95.3000,-0.816162
95.4000,-0.874201
95.5000,-0.936646
95.6000,-0.993700
95.7000,-1.051062
95.8000,-1.096186
95.9000,-1.156783
96.0000,-1.204951
96.1000,-1.260110
96.2000,-1.300721
96.3000,-1.337439
96.4000,-1.371263
96.5000,-1.404807
96.6000,-1.428613
96.7000,-1.450146
96.8000,-1.464271
96.9000,-1.483030
97.0000,-1.495314
97.1000,-1.502508
97.2000,-1.507168
97.3000,-1.522039
97.4000,-1.503319
97.5000,-1.508671
97.6000,-1.484102
97.7000,-1.476064
97.8000,-1.456144
97.9000,-1.436689
98.0000,-1.414778
98.1000,-1.377954
98.2000,-1.346201
98.3000,-1.309858
98.4000,-1.270516
98.5000,-1.243400
98.6000,-1.197839
98.7000,-1.165161
98.8000,-1.118129
98.9000,-1.079551
99.0000,-1.028746
99.1000,-0.979478
99.2000,-0.935903
99.3000,-0.885641
99.4000,-0.838658
99.5000,-0.800453
99.6000,-0.743537
99.7000,-0.707594
99.8000,-0.664013
99.9000,-0.615884
100.0000,-0.570859
100.1000,-0.528980
100.2000,-0.490877
100.3000,-0.447230
100.4000,-0.402500
100.5000,-0.365502
100.6000,-0.323287
100.7000,-0.284290
100.8000,-0.246603
100.9000,-0.207831
101.0000,-0.170285
101.1000,-0.142364
101.2000,-0.104502
101.3000,-0.058503
101.4000,-0.047770
101.5000,-0.004771
101.6000,0.018761
101.7000,0.059782
101.8000,0.085409
101.9000,0.105378
102.0000,0.135591
102.1000,0.153381
102.2000,0.173738
102.3000,0.196081
102.4000,0.205096
102.5000,0.226011
102.6000,0.237048
102.7000,0.253272
102.8000,0.260692
102.9000,0.287455
103.0000,0.298211
103.1000,0.308390
103.2000,0.319806
103.3000,0.330375
103.4000,0.339747
103.5000,0.358050
103.6000,0.365372
103.7000,0.379957
103.8000,0.377486
103.9000,0.387714
104.0000,0.372815
104.1000,0.385472
104.2000,0.369015
104.3000,0.376896
104.4000,0.369147
104.5000,0.365659
104.6000,0.358276
104.7000,0.353378
104.8000,0.344687
104.9000,0.340608
105.0000,0.340754
105.1000,0.335245
105.2000,0.330592
105.3000,0.328574
105.4000,0.317602
105.5000,0.328355
105.6000,0.325983
105.7000,0.312335
105.8000,0.306814
105.9000,0.296953
106.0000,0.304240
106.1000,0.287777
106.2000,0.289978
106.3000,0.287067
106.4000,0.277708
106.5000,0.257176
106.6000,0.245577
106.7000,0.233153
106.8000,0.224345
106.9000,0.219099
107.0000,0.203358
107.1000,0.191469
107.2000,0.175876
107.3000,0.173770
107.4000,0.170021
107.5000,0.157308
107.6000,0.152288
107.7000,0.153143
107.8000,0.132989
107.9000,0.140345
108.0000,0.121194
108.1000,0.113154
108.2000,0.109065
108.3000,0.104000
108.4000,0.099786
108.5000,0.096573
108.6000,0.099097
108.7000,0.085526
108.8000,0.085955
108.9000,0.087585
109.0000,0.082329
109.1000,0.075644
109.2000,0.072889
109.3000,0.063247
109.4000,0.052422
109.5000,0.039038
109.6000,0.041503
109.7000,0.033528
109.8000,0.034827
109.9000,0.022851
110.0000,-0.003182
110.1000,-0.021581
110.2000,-0.016655
110.3000,-0.060875
110.4000,-0.081888
110.5000,-0.109586
110.6000,-0.138641
110.7000,-0.165728
110.8000,-0.189147
110.9000,-0.217487
111.0000,-0.261426
111.1000,-0.295105
111.2000,-0.289455
111.3000,-0.247668
111.4000,-0.177124
111.5000,-0.095987
111.6000,-0.020735
111.7000,0.041434
111.8000,0.144946
111.9000,0.225731
112.0000,0.306216
112.1000,0.396239
112.2000,0.468672
112.3000,0.539759
112.4000,0.624673
112.5000,0.693002
112.6000,0.773848
112.7000,0.836302
112.8000,0.894847
112.9000,0.951298
113.0000,1.006007
113.1000,1.063151
113.2000,1.123865
113.3000,1.182507
113.4000,1.231510
113.5000,1.268403
113.6000,1.330717
113.7000,1.358534
113.8000,1.401666
113.9000,1.428856
114.0000,1.446863
114.1000,1.484884
114.2000,1.492150
114.3000,1.517498
114.4000,1.537395
114.5000,1.537767
114.6000,1.561588
114.7000,1.551874
114.8000,1.556334
114.9000,1.567638
115.0000,1.554024
115.1000,1.551309
115.2000,1.554016
115.3000,1.537248
115.4000,1.529842
115.5000,1.509616
115.6000,1.486911
115.7000,1.454294
115.8000,1.421091
115.9000,1.395973
116.0000,1.360525
116.1000,1.334276
116.2000,1.292869
116.3000,1.247402
116.4000,1.214238
116.5000,1.179252
116.6000,1.127560
116.7000,1.080638
116.8000,1.033419
116.9000,0.988767
117.0000,0.942032
117.1000,0.902235
117.2000,0.856527
117.3000,0.810704
117.4000,0.763428
117.5000,0.722748
117.6000,0.676997
117.7000,0.642372
117.8000,0.595983
117.9000,0.551860
118.0000,0.521150
118.1000,0.480931
118.2000,0.436543
118.3000,0.398872
118.4000,0.367515
118.5000,0.323497
118.6000,0.287450
118.7000,0.260531
118.8000,0.209854
118.9000,0.184420
119.0000,0.154953
119.1000,0.124066
119.2000,0.102730
119.3000,0.067766
119.4000,0.038534
119.5000,0.019713
119.6000,-0.013678
119.7000,-0.042633
119.8000,-0.068718
119.9000,-0.094047
120.0000,-0.113304
120.1000,-0.151397
120.2000,-0.173828
120.3000,-0.194276
120.4000,-0.215758
